loss,std,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
10.294546413421632,3.230725102788832,1771933341,,False,1,f3d4d8d1,2026-02-24_19-42-21,410.64168310165405,410.64168310165405,31044,LAPTOP-1NRKBOP9,127.0.0.1,410.64168310165405,1
