loss,std,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
28.609111404418947,6.206722387672503,1771958823,,False,1,9d580725,2026-02-25_02-47-03,362.50211358070374,362.50211358070374,30708,LAPTOP-1NRKBOP9,127.0.0.1,362.50211358070374,1
