loss,std,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
25.55637321472168,5.226489684259232,1771958918,,False,1,7facdae5,2026-02-25_02-48-38,42.05615043640137,42.05615043640137,54016,LAPTOP-1NRKBOP9,127.0.0.1,42.05615043640137,1
