loss,peak_loss,dir_acc,combined,std,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
11.78959617614746,16.39780841767788,0.5555555555555556,21.15338314589527,4.313532478403102,1773223069,,False,1,67d1af21,2026-03-11_17-57-49,154.09482836723328,154.09482836723328,46784,LAPTOP-1NRKBOP9,127.0.0.1,154.09482836723328,1
