Date,TCN_Forecast
2026-04-01,396271.4324239838
2026-05-01,286273.85370057414
2026-06-01,373388.89210301166
2026-07-01,381433.7971486839
2026-08-01,320444.1654058573
2026-09-01,328633.0459731316
2026-10-01,325847.041468798
2026-11-01,288709.0796562681
2026-12-01,292261.20262084313
2027-01-01,228014.24729684793
2027-02-01,269125.28366132063
2027-03-01,326573.34995518747
2027-04-01,339772.67481256847
