loss,std,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
26.3020658493042,15.983174616998422,1771598960,,False,1,07755cb4,2026-02-20_22-49-20,255.2837963104248,255.2837963104248,5392,LAPTOP-1NRKBOP9,127.0.0.1,255.2837963104248,1
