loss,peak_loss,dir_acc,combined,std,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
36.27342681884765,41.101593017578125,0.6193548387096774,52.41035633702432,16.183125444897147,1775722742,,False,1,4542cd1c,2026-04-09_16-19-02,104.24896144866943,104.24896144866943,30952,LAPTOP-1NRKBOP9,127.0.0.1,104.24896144866943,1
