loss,std,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
64.48842582702636,49.62975099032947,1771978868,,False,1,7b4c1eb2,2026-02-25_08-21-08,39.099714517593384,39.099714517593384,46752,LAPTOP-1NRKBOP9,127.0.0.1,39.099714517593384,1
