loss,std,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
24.164507102966308,12.868989089719525,1771601021,,False,1,ffc88f16,2026-02-20_23-23-41,362.741694688797,362.741694688797,6900,LAPTOP-1NRKBOP9,127.0.0.1,362.741694688797,1
