Date,TCN_Forecast
2026-04-01,2848.1833984375
2026-05-01,3235.474462890625
2026-06-01,2857.47216796875
2026-07-01,2549.3408935546877
2026-08-01,2601.6112548828123
2026-09-01,2504.5580322265623
2026-10-01,1837.7483276367188
2026-11-01,1828.4693969726563
2026-12-01,2221.1686889648436
2027-01-01,2658.7972900390623
2027-02-01,3012.371630859375
2027-03-01,2862.4255126953126
2027-04-01,2815.523193359375
