loss,peak_loss,dir_acc,combined,std,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
12.673481559753418,16.765046417713165,0.7515151515151515,20.187843969915853,5.6292021809368435,1773239460,,False,1,3bd03f78,2026-03-11_22-31-00,560.1806364059448,560.1806364059448,45408,LAPTOP-1NRKBOP9,127.0.0.1,560.1806364059448,1
