loss,std,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
26.80965919494629,5.330660118315055,1771956912,,False,1,2aa4c434,2026-02-25_02-15-12,367.8158404827118,367.8158404827118,22020,LAPTOP-1NRKBOP9,127.0.0.1,367.8158404827118,1
