Unnamed: 3,Inflation,Population,GDP,Imports,Exports,Agriculture,Industry,Services,USDPHP,Nominal GDP,Imports_PHPMN,Exports_PHPMN,TotalTrade,TotalTrade_PHPMN,NominalGDP_disagg,Pop_disagg,Non-tax Revenues
01/02/2006,6.5,,,3415.25,3448.3,,,,51.8168,,176967.3262,178679.8714,6863.55,355647.1976,550602.1346,86514893.84,9288
01/03/2006,6.6,,2071139.87,4226.6,4173.6,15.45,30.43,54.12,51.2189,1496799,216481.8027,213767.201,8400.2,430249.0037,516668.1446,86476266.09,6795
01/04/2006,6.3,,,4416.68,3917.88,,,,51.3597,,226839.3598,201221.1414,8334.56,428060.5012,504028.1647,86441501.1,6654
01/05/2006,6,,,4447.84,3885.12,,,,52.1273,,231853.89,202520.8158,8332.96,434374.7058,499600.4533,86410598.9,9650
01/06/2006,5.9,,2195368.69,4534,4055.14,13.76,30.52,55.73,53.1567,1626437,241012.4778,215557.8604,8589.14,456570.3382,557223.6891,86383559.47,11514
01/07/2006,5.5,,,4412.45,4016.28,,,,52.3976,,231201.7901,210443.4329,8428.73,441645.223,544129.6247,86360382.81,7531
01/08/2006,5.2,,,4883.66,4273.8,,,,51.3618,,250833.5682,219510.0608,9157.46,470343.629,548491.9904,86341068.94,7417
01/09/2006,4.9,,2117984.7,4355.48,4178.4,13.78,30.4,55.82,50.4012,1588797,219521.4186,210596.3741,8533.88,430117.7927,510983.1416,86325617.83,13682
01/10/2006,4.7,,,4686.41,4207.34,,,,50.0038,,234338.3084,210382.9879,8893.75,444721.2963,528353.3305,86314029.51,7871
01/11/2006,4.2,,,4509.66,4031.03,,,,49.8434,,224776.7872,200920.2407,8540.69,425697.0279,526025.2115,86306303.95,8791
01/12/2006,4.1,88015962,2389831.35,4178.47,3690.46,15.82,29.99,54.19,49.467,1838384,206696.3755,182555.9848,7868.93,389252.3603,613568.6924,88353172.88,21103
01/01/2007,3.8,,,3904.16,3991.85,,,,48.9143,,190969.2535,195258.5485,7896.01,386227.802,614003.6426,88173910.18,10414
01/02/2007,2.9,,,3690.14,3721.35,,,,48.3814,,178534.1394,180044.1229,7411.49,358578.2623,607730.2957,88132706.31,34145
01/03/2007,2.6,,2164381.22,4566.52,4487.33,15.14,30.05,54.81,48.5172,1651799,221554.7641,217712.6871,9053.85,439267.4512,566249.1306,88095248.24,6670
01/04/2007,2.6,,,4342.8,4124.05,,,,47.8224,,207683.1187,197221.9687,8466.85,404905.0874,549342.0166,88061535.98,7429
01/05/2007,2.7,,,4296.14,4127.86,,,,46.8141,,201119.9276,193242.0508,8424,394361.9784,549112.8527,88031569.53,8695
01/06/2007,2.6,,2325314.09,4706.54,4147.42,13.46,30.7,55.84,46.1602,1783015,217254.8277,191445.7367,8853.96,408700.5644,609126.3072,88005348.88,10489
01/07/2007,2.9,,,5041.56,4248.79,,,,45.6251,,230021.6792,193851.4686,9290.35,423873.1478,602752.1724,87982874.04,23642
01/08/2007,2.7,,,4986.61,4121.45,,,,46.0737,,229751.5732,189890.4509,9108.06,419642.0241,592274.8299,87964145.01,15844
01/09/2007,2.9,,2217592.68,4743.8,4389.38,13.65,29.56,56.8,46.1315,1736724,218838.6097,202488.6835,9133.18,421327.2932,568471.8746,87949161.78,11954
01/10/2007,2.9,,,5150.65,4659.53,,,,44.3803,,228587.3922,206791.3393,9810.18,435378.7315,580023.1496,87937924.36,10651
01/11/2007,3.1,,,5084.21,3964.81,,,,43.2176,,219727.3541,171349.5727,9049.02,391076.9268,569800.5111,87930432.75,55282
01/12/2007,3.7,89508986,2533516.29,5000.63,4481.9,15.9,29.24,54.86,41.7429,2026706,208740.798,187087.5035,9482.53,395828.3015,691065.7705,89814982.32,8408
01/01/2008,4.6,,,4995.76,4230.56,,,,40.9381,,204516.9225,173191.0883,9226.32,377708.0108,678211.5656,89652313.41,14874
01/02/2008,5.1,,,4491.46,4112.01,,,,40.6711,,182672.6188,167239.9699,8603.47,349912.5887,670260.974,89614923.65,14449
01/03/2008,5.9,,2297796.87,5123.01,4200.13,15.21,29.46,55.33,41.2524,1795699,211336.4577,173265.4428,9323.14,384601.9005,590873.6941,89580932.96,6268
01/04/2008,7.3,,,4856.96,4327.48,,,,41.8196,,203116.1244,180973.4826,9184.44,384089.607,597782.2836,89550341.34,8031
01/05/2008,8.2,,,4775.68,4225.38,,,,42.902,,204886.2234,181277.2528,9001.06,386163.4762,599803.2772,89523148.79,6739
01/06/2008,9.4,,2484417.02,5322.25,4527.02,13.28,30.49,56.22,44.2806,2020177,235672.4234,200459.1618,9849.27,436131.5852,714781.6424,89499355.3,7206
01/07/2008,10.2,,,5882.36,4437.23,,,,44.9563,,264449.1409,199481.443,10319.59,463930.5839,691365.3898,89478960.89,12140
01/08/2008,10.5,,,5044.11,4394.5,,,,44.8769,,226364.0201,197211.5371,9438.61,423575.5572,660522.1433,89461965.54,13634
01/09/2008,10.1,,2362773.26,4891.09,4445.62,13.47,30.68,55.85,46.6922,1998449,228375.7525,207575.7782,9336.71,435951.5307,648942.388,89448369.27,7166
01/10/2008,9.7,,,4577.74,3990.06,,,,48.0252,,219846.879,191623.4295,8567.8,411470.3085,657838.576,89438172.06,9728
01/11/2008,9.1,,,3484.68,3512.97,,,,49.1862,,171398.1674,172789.645,6997.65,344187.8124,655166.1039,89431373.92,8542
01/12/2008,7.8,91075184,2698252.11,3300.96,2674.58,15.7,30.13,54.17,48.0942,2235875,158757.0304,128631.7854,5975.54,287388.8158,744086.7051,91408816.72,44939
01/01/2009,7.1,,,3269.94,2512.96,,,,47.2072,,154364.7116,118629.8053,5782.9,272994.5169,746225.714,91231456.19,8207
01/02/2009,7.2,,,3058.78,2506.32,,,,47.5846,,145550.8228,119262.2347,5565.1,264813.0575,745307.5202,91190689.53,18637
01/03/2009,6.6,,2393607.29,3269.83,2906.75,15.25,28.87,55.89,48.458,1899600,158449.4221,140855.2915,6176.58,299304.7136,618414.8026,91153628.93,7771
01/04/2009,5.6,,,3057.23,2803.77,,,,48.2165,,147408.9303,135187.9762,5861,282596.9065,628853.7474,91120274.39,7037
01/05/2009,4.3,,,3616.59,3088.03,,,,47.5242,,171875.5465,146756.1553,6704.62,318631.7018,640881.7327,91090625.92,9750
01/06/2009,3.2,,2602999.34,4106.94,3406.91,13.26,29.72,57.02,47.9053,2075281,196744.1928,163209.0456,7513.85,359953.2384,726080.1822,91064683.5,7901
01/07/2009,2.2,,,4025.96,3313.36,,,,48.146,,193833.8702,159525.0306,7339.32,353358.9008,702190.0278,91042447.14,15627
01/08/2009,1.7,,,3617.29,3472.89,,,,48.1607,,174211.2185,167256.8134,7090.18,341468.0319,688467.6913,91023916.84,8049
01/09/2009,2.3,,2491195.64,3669.91,3637.64,13.16,28.75,58.09,48.1394,2036219,176667.2655,175113.807,7307.55,351781.0725,668990.8965,91009092.6,25255
01/10/2009,2.9,,,3808.29,3748.09,,,,46.8513,,178423.3373,175602.889,7556.38,354026.2263,678495.5508,90997974.42,11212
01/11/2009,3.5,,,3654.51,3717.83,,,,47.0324,,171880.3761,174858.4677,7372.34,346738.8438,678422.9514,90990562.3,8402
01/12/2009,4.4,92699095,2783075.26,3936.26,3321.24,15.13,29.93,54.94,46.4211,2379322,182725.5191,154175.6142,7257.5,336901.1333,812613.3428,93040690.36,13732
01/01/2010,3.9,,,4310.26,3579.44,,,,46.0276,,198390.9232,164753.0325,7889.7,363143.9557,805399.6616,92859096.86,9312
01/02/2010,3.9,,,3906.25,3570.23,,,,46.3116,,180904.6875,165343.0637,7476.48,346247.7512,788779.6059,92817357.24,6490
01/03/2010,3.9,,2420350.06,4555.82,4181.8,14.14,29.78,56.09,45.7425,2151614,208394.5964,191285.9865,8737.62,399680.5829,705388.4743,92779412.14,12633
01/04/2010,4,,,4568.36,3611.61,,,,44.6266,,203870.3744,161173.8748,8179.97,365044.2492,711122.3222,92745261.54,9618
01/05/2010,3.9,,,4811.76,4241.42,,,,45.5971,,219402.3019,193396.4519,9053.18,412798.7538,727242.1095,92714905.46,5637
01/06/2010,3.6,,2652251.49,4224.95,4556.73,11.85,31.14,57.01,46.3027,2352847,195626.5924,210988.9022,8781.68,406615.4946,805896.542,92688343.89,8153
01/07/2010,3.7,,,4687.77,4505.19,,,,46.3203,,217138.9127,208681.7524,9192.96,425820.6651,795674.4133,92665576.82,15769
01/08/2010,4.1,,,4461.16,4774.45,,,,45.1825,,201566.3617,215721.5871,9235.61,417287.9488,781602.5554,92646604.27,9642
01/09/2010,3.8,,2514310.8,4597.22,5340.85,12.44,29.05,58.51,44.3137,2269768,203719.8279,236672.8246,9938.07,440392.6525,747221.5049,92631426.23,9674
01/10/2010,3.2,,,4904.46,4788.45,,,,43.4449,,213073.7743,208033.7314,9692.91,421107.5057,753408.0507,92620042.7,11427
01/11/2010,3.7,,,4955.78,4146.07,,,,43.4918,,215535.7926,180320.0472,9101.85,395855.8398,754270.5853,92612453.68,8122
01/12/2010,3.6,94384250,2832720.67,4949.14,4201.28,15.13,30.05,54.81,43.9548,2625222,217538.4589,184666.4221,9150.42,402204.881,901322.9735,94739951.36,7806
01/01/2011,4,,,5302.44,4001.93,,,,44.1722,,234220.4402,176774.0523,9304.37,410994.4925,886526.817,94550859.05,39891
01/02/2011,4.7,,,4876.58,3927.75,,,,43.7031,,213121.6634,171654.851,8804.33,384776.5144,870220.7448,94507395.82,7028
01/03/2011,4.9,,2616890.92,5552.51,4356.35,14.24,30.48,55.29,43.516,2351209,241623.0252,189570.9266,9908.86,431193.9518,764130.5713,94467883.79,10507
01/04/2011,4.7,,,5525.44,4306.44,,,,43.2402,,238921.1307,186211.3269,9831.88,425132.4576,780189.8789,94432322.97,11553
01/05/2011,4.9,,,4892.57,4118.69,,,,43.1307,,211019.9689,177641.9828,9011.26,388661.9517,780622.2683,94400713.34,9003
01/06/2011,5.2,,2863766.6,4503.9,4134.78,12.39,29.54,58.08,43.3657,2544840,195314.7762,179307.629,8638.68,374622.4052,856923.0514,94373054.93,10218
01/07/2011,4.9,,,5001.32,4460.27,,,,42.8088,,214100.5076,190938.8064,9461.59,405039.314,857453.4715,94349347.71,10799
01/08/2011,4.6,,,5076.38,4172.9,,,,42.4209,,215344.6083,177018.1736,9249.28,392362.7819,846056.9375,94329591.7,13040
01/09/2011,4.7,,2692051.54,5082.89,3896.95,12.47,27.74,59.8,43.0256,2429057,218694.392,167668.6119,8979.84,386363.0039,790065.1314,94313786.88,13689
01/10/2011,5.2,,,5024.49,4155.66,,,,43.4514,,218321.1248,180569.2449,9180.15,398890.3697,808624.0614,94301933.28,9574
01/11/2011,4.7,,,5024.01,3366.03,,,,43.2745,,217411.5207,145663.2652,8390.04,363074.7859,806519.2617,94294030.87,9507
01/12/2011,4.2,96337125,3011151.94,4633.32,3407.16,14.27,29.7,56.03,43.6486,2819554,202237.9314,148717.764,8040.48,350955.6954,961779.217,96759969.52,13067
01/01/2012,4.1,,,5139.4,4123.42,,,,43.6191,,224176.0025,179859.8693,9262.82,404035.8718,955075.1812,96535183.63,18322
01/02/2012,3,,,4998.18,4430.45,,,,42.6608,,213226.3573,189006.5414,9428.63,402232.8987,938147.5263,96483516.16,26785
01/03/2012,2.9,,2743208.7,5371.48,4324.62,13.5,30.23,56.27,42.8574,2539542,230207.667,185341.9692,9696.1,415549.6362,815493.2231,96436545.74,13608
01/04/2012,3.2,,,4788.12,4635.17,,,,42.6998,,204451.7664,197920.832,9423.29,402372.5984,840129.6372,96394272.35,10708
01/05/2012,2.9,,,5385.84,4931.6,,,,42.8515,,230791.3228,211326.4574,10317.44,442117.7802,852907.7106,96356696.01,10029
01/06/2012,2.7,,2965725.98,5103.03,4314.23,11.7,29.68,58.62,42.7765,2753027,218289.7628,184547.6596,9417.26,402837.4224,931779.6534,96323816.71,9553
01/07/2012,3.1,,,5047.28,4727.39,,,,41.9054,,211508.2873,198103.1689,9774.67,409611.4562,925685.9683,96295634.46,14310
01/08/2012,3.7,,,5183.83,3809.98,,,,42.0452,,217955.1691,160191.3711,8993.81,378146.5402,914738.7122,96272149.24,8962
01/09/2012,3.6,,2773776.25,5326.59,4810.8,12.15,27.98,59.87,41.749,2672921,222379.8059,200846.0892,10137.39,423225.8951,883813.0997,96253361.07,9892
01/10/2012,3.2,,,5276.86,4410.11,,,,41.4521,,218736.9284,182808.3207,9686.97,401545.2491,890515.8612,96239269.95,19558
01/11/2012,2.8,,,5207.74,3611.01,,,,41.1222,,214153.7258,148492.6754,8818.75,362646.4012,889099.4728,96229875.86,20066
01/12/2012,2.9,98248614,3132649.46,5300.32,3970.75,14.06,30.38,55.56,41.0067,3095098,217348.6321,162827.354,9271.07,380175.9861,1061633.62,98642725.92,12058
01/01/2013,2.8,,,4776.9,4514.31,,,,40.7295,,194560.7486,183865.5891,9291.21,378426.3377,1043965.548,98433214.4,17929
01/02/2013,2.9,,,4707.71,4174.32,,,,40.6723,,191473.3934,169779.1953,8882.03,361252.5887,1029627.976,98385057.77,14192
01/03/2013,2.7,,2908899.08,4951.87,4698.59,13.11,31.28,55.61,40.7127,2772721,201603.9977,191292.2851,9650.46,392896.2828,893570.8446,98341279.02,15478
01/04/2013,2.2,,,5153.25,4506.5,,,,41.1422,,212016.0422,185407.3243,9659.75,397423.3665,919840.3894,98301878.15,12720
01/05/2013,2.3,,,5272.1,5131.34,,,,41.2976,,217725.077,211912.0268,10403.44,429637.1038,929563.4399,98266855.15,15061
01/06/2013,2.5,,3150174.44,4889.69,4490.2,11.02,30.04,58.94,42.9069,2993985,209801.4399,192660.5624,9379.89,402462.0023,1012140.483,98236210.02,17768
01/07/2013,2.4,,,5494.15,4858.79,,,,43.3559,,238203.818,210657.2134,10352.94,448861.0314,1010038.821,98209942.77,15461
01/08/2013,1.8,,,5563.84,4956.02,,,,43.8639,,244051.7214,217390.3657,10519.86,461442.0871,998504.2292,98188053.4,9411
01/09/2013,2.3,,2979022.27,5719.19,5056.21,11.63,27.7,60.68,43.8318,2914503,250682.3922,221622.7855,10775.4,472305.1777,957361.5967,98170541.9,14478
01/10/2013,2.4,,,4844.03,5026.67,,,,43.1825,,209177.3255,217064.1773,9870.7,426241.5028,967733.561,98157408.27,9621
01/11/2013,2.9,,,5592.57,4324.99,,,,43.5546,,243582.1493,188373.2095,9917.56,431955.3588,974449.8752,98148652.52,9662
01/12/2013,3.8,100175512,3378370.39,5445.26,4959.93,13.83,29.44,56.74,44.1043,3369383,240159.3806,218754.2407,10405.19,458913.6213,1160836.368,100581310.2,28614
01/01/2014,3.7,,,6006.12,4357.47,,,,44.9266,,269834.5508,195766.3117,10363.59,465600.8625,1138413.916,100365586.2,13730
01/02/2014,3.6,,,4855.79,4650.95,,,,44.895,,218000.6921,208804.4003,9506.74,426805.0924,1119266.495,100316001.6,13184
01/03/2014,3.5,,3129775.55,5485.68,5268.41,12.61,30.71,56.67,44.7916,3035915,245712.3843,235980.5134,10754.09,481692.8977,978517.9971,100270924.7,16103
01/04/2014,3.6,,,5365.82,4563.49,,,,44.6416,,239538.7901,203721.4952,9929.31,443260.2853,1005112.421,100230355.5,36490
01/05/2014,4,,,5068.88,5931.59,,,,43.9236,,222643.4576,260536.7865,11000.47,483180.2441,1017455.319,100194294,13935
01/06/2014,3.8,,3386828.97,4828.71,5461.54,10.68,30.38,58.94,43.8175,3296724,211582.0004,239311.029,10290.25,450893.0294,1119183.713,100162740.2,15843
01/07/2014,4.2,,,5564.43,5425.48,,,,43.4665,,241866.2966,235826.6264,10989.91,477692.923,1110403.533,100135694.1,15090
01/08/2014,4.2,,,5844.51,5471.23,,,,43.7673,,255798.4225,239460.9648,11315.74,495259.3873,1099563.688,100113155.6,11560
01/09/2014,3.9,,3178883.73,5782.74,5846.06,10.73,28.18,61.09,44.0751,3174416,254874.8438,257665.6791,11628.8,512540.5229,1040317.132,100095124.9,14754
01/10/2014,3.7,,,5589.32,5148.21,,,,44.7979,,250389.7984,230628.9968,10737.53,481018.7952,1056325.654,100081601.8,14856
01/11/2014,3,,,5536.25,5174.9,,,,44.9514,,248862.1883,232618.9999,10711.15,481481.1882,1060496.652,100072586.4,10636
01/12/2014,1.9,102076336,3559155.38,5469.75,4802.28,13.44,30.37,56.19,44.6878,3699773,244431.0941,214603.3282,10272.03,459034.4223,1268791.161,102472137.3,13360
01/01/2015,1.5,,,5662.73,4356.78,,,,44.6044,,252582.674,194331.5578,10019.51,446914.2318,1248065.345,102261727.7,15087
01/02/2015,1.5,,,5734.54,4513.4,,,,44.2214,,253589.3872,199588.8668,10247.94,453178.254,1232826.565,102213364.7,15267
01/03/2015,1.5,,3308136.02,5691.35,5434.17,12.18,30.66,57.16,44.4457,3204277,252956.0347,241525.4896,11125.52,494481.5243,1020050.374,102169398.2,36513
01/04/2015,1.4,,,5052.99,4434.03,,,,44.4136,,224421.4767,196931.2348,9487.02,421352.7115,1058424.582,102129828.5,18985
01/05/2015,0.9,,,4834.42,4899.37,,,,44.6106,,215666.3769,218563.8353,9733.79,434230.2122,1072339.659,102094655.3,85601
01/06/2015,0.6,,3621755.89,5940.76,5363.96,10.07,30.49,59.44,44.9831,3493900,267233.8012,241287.5491,11304.72,508521.3503,1195037.865,102063878.8,21251
01/07/2015,0.2,,,6845.66,5370.52,,,,45.2649,,309868.1153,243096.0507,12216.18,552964.166,1178597.085,102037499,29096
01/08/2015,0,,,6175.98,5127.93,,,,46.142,,284972.0692,236612.9461,11303.91,521585.0153,1163442.961,102015515.8,9541
01/09/2015,-0.4,,3367553.46,6255.01,4959.51,10.1,28.11,61.79,46.7504,3330583,292424.2195,231859.0763,11214.52,524283.2958,1086295.857,101997929.2,17923
01/10/2015,-0.2,,,6534.11,4590.26,,,,46.3609,,302927.2203,212808.5848,11124.37,515735.8051,1108692.457,101984739.3,13688
01/11/2015,0.3,,,6094.66,5117.78,,,,47.0067,,286489.8542,240569.9491,11212.44,527059.8033,1112702.058,101975946,11492
01/12/2015,0.7,103767130,3798601.38,6245.02,4659.51,12.63,30.54,56.83,47.2303,3915398,294954.1681,220070.0552,10904.53,515024.2233,1345901.024,104109973.5,19037
01/01/2016,0.7,,,6825.21,4255.49,,,,47.5111,,324273.2348,202183.0109,11080.7,526456.2457,1322174.345,103927716.5,20330
01/02/2016,0.5,,,5651.64,4361.92,,,,47.6361,,269222.0882,207784.8573,10013.56,477006.9455,1305197.177,103885824.3,15016
01/03/2016,0.6,,3481796.47,6678.28,4730.01,10.92,31.1,57.97,46.724,3437650,312035.9547,221004.9872,11408.29,533040.9419,1093273.569,103847740.6,18297
01/04/2016,0.7,,,6864.59,4284.87,,,,46.2845,,317724.1159,198323.0655,11149.46,516047.1814,1137047.948,103813465.2,34868
01/05/2016,0.9,,,7067.86,4828.35,,,,46.8023,,330792.1041,225977.8852,11896.21,556769.9893,1149473.326,103782998.2,14682
01/06/2016,1.3,,3853504.01,7243.66,4872.9,9.23,30.6,60.17,46.4645,3791145,336573.0401,226416.8621,12116.56,562989.9022,1294227.65,103756339.6,14826
01/07/2016,1.3,,,7159.42,4786.91,,,,47.0581,,336908.7023,225262.8895,11946.33,562171.5918,1277716.74,103733489.4,20287
01/08/2016,1.3,,,7165.89,5036.07,,,,46.6809,,334510.1945,235088.2801,12201.96,569598.4746,1263442.817,103714447.5,17594
01/09/2016,1.7,,3589387.68,7381.22,5361.57,9.74,28.61,61.65,47.4294,3644979,350086.8359,254296.0482,12742.79,604382.8841,1190830.158,103699214,18188
01/10/2016,1.8,,,7260.09,5036.08,,,,48.3482,,351012.2833,243485.4031,12296.17,594497.6864,1213745.142,103687788.9,17264
01/11/2016,2.1,,,7377.52,4886.88,,,,49.155,,362641.9956,240214.5864,12264.4,602856.582,1217693.208,103680172.1,11454
01/12/2016,2.2,105312992,4066219.29,7432.67,4965.05,11.68,30.7,57.62,49.8156,4258608,370262.9157,247336.9448,12397.72,617599.8605,1463325.892,105631485.7,12718
01/01/2017,2.5,,,7926.01,5597.12,,,,49.7363,,394210.4112,278380.0395,13523.13,672590.4507,1439013.791,105462173.2,15651
01/02/2017,3.1,,,6825.96,5156.3,,,,49.9614,,341034.5179,257615.9668,11982.26,598650.4847,1415999.768,105423256.3,12861
01/03/2017,3.1,,3722688.28,8107.13,6003.05,10.8,30.82,58.38,50.2752,3745533,407587.5822,301804.5394,14110.18,709392.1216,1192802.349,105387877.4,23924
01/04/2017,3.2,,,7140.82,5587.11,,,,49.8626,,356059.8513,278587.8311,12727.93,634647.6824,1239821.777,105356036.4,15799
01/05/2017,2.9,,,8494.95,5987.55,,,,49.8603,,423560.7555,298541.0393,14482.5,722101.7948,1252784.681,105327733.2,27515
01/06/2017,2.5,,4140186,7289.68,5704.04,9.16,30.55,60.28,49.8501,4153954,363391.277,284346.9644,12993.72,647738.2414,1419052.489,105302968,11707
01/07/2017,2.4,,,7138.89,5833.61,,,,50.6382,,361500.5396,295403.5099,12972.5,656904.0495,1400348.945,105281740.6,19965
01/08/2017,2.6,,,8715.34,5978.83,,,,50.8747,,443390.3079,304171.1826,14694.17,747561.4905,1383988.397,105264051.1,18197
01/09/2017,3,,3852482.66,7737.89,5985.71,9.38,28.84,61.78,51.0094,4017922,394705.1262,305327.4757,13723.6,700032.6019,1314480.193,105249899.6,16937
01/10/2017,3.1,,,8497.79,5912.65,,,,51.3433,,436304.5813,303574.9627,14410.44,739879.544,1338320.772,105239285.9,18575
01/11/2017,3,,,8862.53,5582.9,,,,51.0384,,452329.3512,284942.2834,14445.43,737271.6346,1342199.642,105232210.1,15238
01/12/2017,2.9,106735719,4347318.95,9356.25,5384.03,11.23,30.87,57.9,50.3947,4639242,471505.4119,271326.5766,14740.28,742831.9885,1589002.846,107028059.8,26085
01/01/2018,3.4,,,8882.7,5656.21,,,,50.5087,,448653.6295,285687.814,14538.91,734341.4435,1564509.949,106872650.2,20828.023
01/02/2018,3.7,,,7762.25,5225.71,,,,51.7856,,401972.7736,270616.5278,12987.96,672589.3014,1543741.912,106836929,15652.576
01/03/2018,4.3,,3959977.37,8364.28,6024.47,10.4,30.98,58.62,52.0676,4101138,435507.9853,313679.6942,14388.75,749187.6795,1315439.071,106804455.2,24649.667
01/04/2018,4.3,,,9180.81,5481.97,,,,52.0986,,478307.3479,285602.9622,14662.78,763910.3101,1359590.872,106775228.8,26611.26
01/05/2018,4.6,,,9972.39,6091.89,,,,52.1948,,520506.9016,317964.9802,16064.28,838471.8818,1375381.946,106749249.8,32098.986
01/06/2018,5,,4437331.26,9469.46,5916.49,8.62,30.86,60.52,53.0476,4568792,502332.1263,313855.5949,15385.95,816187.7212,1558818.514,106726518.1,35964.118
01/07/2018,5.8,,,9982.73,5966.51,,,,53.4329,,533406.2138,318807.9322,15949.24,852214.146,1541884.442,106707033.8,24042.949
01/08/2018,6.6,,,9814.79,6216.23,,,,53.2735,,522868.2151,331160.3289,16031.02,854028.544,1521732.463,106690796.9,17254.729
01/09/2018,6.9,,4142636.11,10076.42,6052.78,8.84,28.98,62.19,53.9419,4450213,543541.24,326498.4535,16129.2,870039.6935,1460698.608,106677807.4,19113.649
01/10/2018,6.9,,,10724.29,6308.84,,,,54.0086,,579203.8889,340731.616,17033.13,919935.5049,1487248.947,106668065.2,24389.002
01/11/2018,6.1,,,9710.64,5636.46,,,,52.8083,,512802.3903,297651.8706,15347.1,810454.2609,1474080.706,106661570.5,17474.166
01/12/2018,5.2,108119693,4636033.35,8900.09,4729.85,10.72,31.34,57.94,52.7691,5145048,469649.7392,249589.9276,13629.94,719239.6668,1740881.191,108408698,26232.189
01/01/2019,4.4,,,9565.31,5293.1,,,,52.4679,,501871.7285,277717.8415,14858.41,779589.57,1733225.34,108255061.7,21326
01/02/2019,3.8,,,7984.95,5251.62,,,,52.1901,,416735.339,274082.573,13236.57,690817.912,1707672.265,108219748.2,19785.35
01/03/2019,3.4,,4215576.48,9365.8,6030.8,9.88,30.73,59.39,52.4134,4426077,490893.4217,316094.7327,15396.6,806988.1544,1423517.596,108187644.9,30649
01/04/2019,3.2,,,9451.19,5652.23,,,,52.1122,,492522.3035,294550.1402,15103.42,787072.4437,1465057.305,108158752,19979
01/05/2019,3.2,,,9848.9,6199.69,,,,52.262,,514723.2118,324008.1988,16048.59,838731.4106,1485505.107,108133069.4,51748
01/06/2019,2.7,,4720383.97,8785.68,6149.83,8.22,30.27,61.51,51.8029,4865973,455123.7025,318579.0285,14935.51,773702.731,1645655.303,108110597.1,23336
01/07/2019,2.2,,,9893.35,6252.11,,,,51.1429,,505974.6097,319751.0365,16145.46,825725.6462,1640682.375,108091335.1,27313
01/08/2019,1.4,,,9307.45,6302.58,,,,52.0547,,484496.5175,328078.9111,15610.03,812575.4286,1618940.18,108075283.5,18025
01/09/2019,0.5,,4397241.33,9488.56,6079.81,8.56,28.9,62.54,52.1052,4725892,494403.3165,316789.716,15568.37,811193.0325,1546351.805,108062442.2,25594
01/10/2019,0.6,,,9914.28,6341.73,,,,51.5042,,510627.06,326625.7303,16256.01,837252.7903,1575906.997,108052811.2,23935
01/11/2019,1.2,,,9275.21,5622.87,,,,50.7268,,470501.7226,285230.2019,14898.08,755731.9245,1567092.452,108046390.6,20244
01/12/2019,2.4,109465287,4931988.49,8712.41,5750.62,10.14,31.49,58.37,50.7671,5499920,442303.7897,291942.3006,14463.03,734246.0903,1875242.229,109745014.2,27055
01/01/2020,3,,,9556.69,5801.89,,,,50.8386,,485848.7402,294959.965,15358.58,780808.7052,1856651.463,109596310.1,40471
01/02/2020,2.5,,,7400.35,5432.17,,,,50.7448,,375529.2807,275654.3802,12832.52,651183.6609,1817168.105,109562130.1,18060
01/03/2020,2.2,,4463185.92,7804.99,5079.05,9.92,30.19,59.89,50.9036,4449141,397302.089,258541.9296,12884.04,655844.0186,1374282.376,109531057.5,84249
01/04/2020,1.8,,,3507.07,3319.97,,,,50.7349,,177930.8457,168438.346,6827.04,346369.1917,1453237.704,109503092.1,61428
01/05/2020,1.6,,,5855.19,4541.51,,,,50.5556,,296012.6436,229598.763,10396.7,525611.4066,1507156.833,109478233.9,5385
01/06/2020,2.3,,4985924.38,6955.79,5531.67,10.04,28.52,61.44,50.0972,4138373,348465.6028,277121.1783,12487.46,625586.7811,1439474.97,109456483.1,24361
01/07/2020,2.4,,,7833.6,5698.73,,,,49.4675,,387508.608,281901.9263,13532.33,669410.5343,1402436.859,109437839.5,24338
01/08/2020,2.2,,,7679.4,5499.62,,,,48.8433,,375087.238,268619.5895,13179.02,643706.8275,1374271.779,109422303.2,9839
01/09/2020,2.2,,4675544.21,8552.49,6286.06,9.79,26.95,63.26,48.5057,4205108,414844.5142,304909.7405,14838.55,719754.2547,1399795.906,109409874.1,19734.83
01/10/2020,2.3,,,8335.45,6287.05,,,,48.4822,,404120.954,304810.0155,14622.5,708930.9695,1405164.964,109400552.3,23317
01/11/2020,3,,,8026.77,5882.74,,,,48.2521,,387308.5087,283854.5588,13909.51,671163.0675,1399228.103,109394337.8,9193
01/12/2020,3.3,110804683,5258096.11,8303.75,5854.06,10.77,30.69,58.54,48.0637,5158953,399108.9489,281367.7836,14157.81,680476.7325,1782229.645,111085225.5,28346
01/01/2021,3.7,,,8424.81,5549.4,,,,48.0614,,404908.1633,266711.9332,13974.21,671620.0965,1742843.229,110936088,29585
01/02/2021,4.2,,,8064.45,5358.48,,,,48.2042,,388740.3607,258301.2416,13422.93,647041.6023,1715570.887,110901808.4,16841
01/03/2021,4.1,,4433805.49,9533.14,6779.04,10.17,30.07,59.76,48.5743,4374072,463065.6023,329287.1227,16312.18,792352.725,1401619.699,110870645.2,26661
01/04/2021,4.1,,,8878.68,5784.51,,,,48.462,,430278.5902,280328.9236,14663.19,710607.5138,1442078.793,110842598.3,18938
01/05/2021,4.1,,,9121.64,5943.04,,,,47.9552,,437430.0705,284999.6718,15064.68,722429.7423,1464729.13,110817667.7,22081.52
