loss,peak_loss,dir_acc,combined,std,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
17.10542850494385,19.412389546632767,0.5692307692307692,27.23683767662599,4.840612391295629,1773196786,,False,1,5385ca4a,2026-03-11_10-39-46,405.69494676589966,405.69494676589966,28712,LAPTOP-1NRKBOP9,127.0.0.1,405.69494676589966,1
